,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
2167,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2168,"Ireland’s dairy growth threatens farm payments, EU Commission warns https://t.co/dBNb16XTxJ",ireland s dairy growth threatens farm payments  eu commission warns  ,0.0,0.0,negative,0.317,0.476,0.206,-0.1027
2169,"#Ireland 🇮🇪 State’s dairy growth threatens farm payments, warns EU, by @hqmulligan  https://t.co/wJ5nq2mzJh via @IrishTimes", ireland    state s dairy growth threatens farm payments  warns eu  by      via  ,0.0,0.0,negative,0.274,0.548,0.178,-0.1027
2170,"Krushagra is launching a variety of biodegradable farm supplements like Biofertilizers, Biopesticides, Adjuvants, a… https://t.co/rc7dMsWz1H",krushagra is launching a variety of biodegradable farm supplements like biofertilizers  biopesticides  adjuvants  a   ,0.0,0.0,positive,0.0,0.815,0.185,0.3612
2171,@Markk766 Soon as I can do so without putting anyone's farm in jeopardy. Raw milk is outlawed nationwide in Canada… https://t.co/lokkhnIEgx,  soon as i can do so without putting anyone s farm in jeopardy  raw milk is outlawed nationwide in canada   ,-0.23076923076923078,0.46153846153846156,negative,0.154,0.846,0.0,-0.4767
2172,RT @georgelolaboxer: Trip to the local dairy farm for this one so he can have a bit of his fave ice-cream https://t.co/0ep6VfjzW0, trip to the local dairy farm for this one so he can have a bit of his fave ice cream  ,0.0,0.0,positive,0.0,0.861,0.139,0.4404
2173,"DFW: 2 x Dairy Farm Workers wanted for Australia
● Send a resume and your IELTS scores.
● Visa sponsorship &amp; PR pat… https://t.co/lKVhrgwmfU",dfw  2 x dairy farm workers wanted for australia   send a resume and your ielts scores    visa sponsorship  amp  pr pat   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2174,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2175,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2176,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2177,"RT @Dairy_Australia: Luke &amp; Maddy just started share farming in Gippsland &amp; participated in Our Farm, Our Plan program via online sessions.…", luke  amp  maddy just started share farming in gippsland  amp  participated in our farm  our plan program via online sessions  ,0.0,0.0,positive,0.0,0.896,0.104,0.296
2178,"RT @CGTNOfficial: As part of his tour through the U.S. state of Iowa, Chinese Ambassador Qin Gang visited the dairy farm of Doug and Jody F…", as part of his tour through the u s  state of iowa  chinese ambassador qin gang visited the dairy farm of doug and jody f ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2179,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2180,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2181,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2182,She makes and sells her own cheeses at her dairy farm.,she makes and sells her own cheeses at her dairy farm ,0.6,1.0,neutral,0.0,1.0,0.0,0.0
2183,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2184,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2185,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2186,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2187,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2188,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2189,"RT @SuriyaSubraman: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/Gw88aSHBOw: Dai…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence     dai ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2190,U 10* Pneumatic Pulsator Adjustable F/ Cow Milker Milking Machine Dairy Farm L80 https://t.co/R9HvWvnJqN eBay https://t.co/bFTzqBJGxa,u 10  pneumatic pulsator adjustable f  cow milker milking machine dairy farm l80   ebay  ,-0.13333333333333333,0.16666666666666666,neutral,0.0,1.0,0.0,0.0
2191,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2192,"A great initiative, introducing urban young people to farming career options
https://t.co/yIgN1njn1r",a great initiative  introducing urban young people to farming career options  ,0.3,0.3833333333333333,positive,0.0,0.687,0.313,0.6249
2193,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2194,Wrenching video from Pine Island dairy farmer highlights desperation on the farm https://t.co/xxu7OBiiWG… https://t.co/FFTQRWUlhD,wrenching video from pine island dairy farmer highlights desperation on the farm    ,0.0,0.0,negative,0.214,0.786,0.0,-0.4588
2195,"Dairy Stream podcast: Advance your farm through data monitoring, #ArtificialIntelligence.
https://t.co/yvE8jzf8v9",dairy stream podcast  advance your farm through data monitoring   artificialintelligence   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2196,"Do these people understand that if no one drank cows milk then dairy cows wouldn’t exist?

If they’re not willing t… https://t.co/ZVtDxspM4m",do these people understand that if no one drank cows milk then dairy cows wouldn t exist   if they re not willing t   ,-0.125,0.75,negative,0.099,0.901,0.0,-0.296
2197,"RT @AINewsFeed: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence | WisBusiness https://t.co/IVk3wmB…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence   wisbusiness  ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2198,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2199,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2200,"RT @AINewsFeed: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence | WisBusiness https://t.co/IVk3wmB…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence   wisbusiness  ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2201,"Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence | WisBusiness https://t.co/IVk3wmB9HD #ai #ml #dl",dairy stream podcast  advance your farm through data monitoring  artificial intelligence   wisbusiness    ai  ml  dl,-0.6,1.0,positive,0.0,0.819,0.181,0.4767
2202,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2203,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2204,"RT @historykenya101: This Landmark building (Kenya National Archives) in Nairobi, was constructed in 1931 by the National Grindlays Bank. T…", this landmark building  kenya national archives  in nairobi  was constructed in 1931 by the national grindlays bank  t ,0.0,0.0,positive,0.0,0.925,0.075,0.0772
2205,"@cumberlandfarms, @BishopsOrchards, @enckj, @PlasticsBeyond, @BeyondPlastAct, @kevin_budris, @ZeroWastePete,… https://t.co/XRR5W8aMzr",                 budris       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2206,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2207,"RT @Houston__AI: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/3udKQ8DcWV https:/…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence     https   ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2208,"Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/3udKQ8DcWV… https://t.co/HgwbVBmiMk",dairy stream podcast  advance your farm through data monitoring  artificial intelligence      ,-0.6,1.0,positive,0.0,0.763,0.237,0.4767
2209,#Chinese Ambassador #QinGang visited a dairy farm in #Anamosa #Iowa https://t.co/qY3yPT5oeY, chinese ambassador  qingang visited a dairy farm in  anamosa  iowa  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2210,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2211,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2212,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2213,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2214,RT @KevinBardosh: Spoke to a dairy farmer in WA state who said local farmers no longer do farm tours in the summer with families and kids b…, spoke to a dairy farmer in wa state who said local farmers no longer do farm tours in the summer with families and kids b ,0.0,0.0,negative,0.091,0.909,0.0,-0.296
2215,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2216,Spoke to a dairy farmer in WA state who said local farmers no longer do farm tours in the summer with families and… https://t.co/2ni20FNHnP,spoke to a dairy farmer in wa state who said local farmers no longer do farm tours in the summer with families and   ,0.0,0.0,negative,0.095,0.905,0.0,-0.296
2217,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2218,"RT @IainLJBrown: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z

Read m…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence      read m ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2219,"Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - https://t.co/7PSFF7gF5z… https://t.co/fjRtaGii2T",dairy stream podcast  advance your farm through data monitoring  artificial intelligence      ,-0.6,1.0,positive,0.0,0.763,0.237,0.4767
2220,10*L80 Pneumatic Pulsator Adjustable F/ Cow Milker Milking Machine Dairy Farm CE https://t.co/c9PzcmoWHq eBay https://t.co/X9nado8bBS,10 l80 pneumatic pulsator adjustable f  cow milker milking machine dairy farm ce   ebay  ,-0.13333333333333333,0.16666666666666666,neutral,0.0,1.0,0.0,0.0
2221,"@pugsandco And….did I wake up at the house I lived in with my mom, or at my grandma’s house?  Or did I wake up at m… https://t.co/gT1s9qx5ob",  and  did i wake up at the house i lived in with my mom  or at my grandma s house   or did i wake up at m   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2222,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2223,Arla Foods and DSM start large-scale on-farm pilot to reduce greenhouse gas emissions from dairy cows by 30% https://t.co/ScKHKd0lPc,arla foods and dsm start large scale on farm pilot to reduce greenhouse gas emissions from dairy cows by 30   ,0.21428571428571427,0.42857142857142855,neutral,0.0,1.0,0.0,0.0
2224,"i think i might need to go vegan bc i keep getting sick eating dairy/poultry/baked goods.

i’m going to miss fuckin… https://t.co/9rkQdeMl8w",i think i might need to go vegan bc i keep getting sick eating dairy poultry baked goods   i m going to miss fuckin   ,-0.7142857142857143,0.8571428571428571,negative,0.224,0.776,0.0,-0.5994
2225,"RT @cratefreeusa: Listen up omnivores: 
The vast majority of meat/dairy at ur grocery comes from factory farms. If u care abt animals, it's…", listen up omnivores   the vast majority of meat dairy at ur grocery comes from factory farms  if u care abt animals  it s ,0.0,1.0,positive,0.0,0.862,0.138,0.4939
2226,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2227,Had a great day of learning and education at day 2 of the Indiana @ANFP conference. Lots of great speakers and tour… https://t.co/m48dDYTOww,had a great day of learning and education at day 2 of the indiana   conference  lots of great speakers and tour   ,0.8,0.75,positive,0.0,0.675,0.325,0.8481
2228,"Farm walk at Free Range WO2 farm. Discussion on pre-grazing, target residuals, breeding protocol and BCS of cows pr… https://t.co/gyaQVwBSDU",farm walk at free range wo2 farm  discussion on pre grazing  target residuals  breeding protocol and bcs of cows pr   ,0.4,0.8,positive,0.0,0.852,0.148,0.5106
2229,"State’s dairy growth threatens farm payments, warns EU https://t.co/tGKML2r88x",state s dairy growth threatens farm payments  warns eu  ,0.0,0.0,negative,0.345,0.431,0.224,-0.1027
2230,"RT @CGTNOfficial: As part of his tour through the U.S. state of Iowa, Chinese Ambassador Qin Gang visited the dairy farm of Doug and Jody F…", as part of his tour through the u s  state of iowa  chinese ambassador qin gang visited the dairy farm of doug and jody f ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2231,RT @hollyanndoan: “I will end supply management.” Candidate for @CPC_HQ leadership @ScottAAitchison says poultry and dairy quotas are in pa…,  i will end supply management   candidate for   hq leadership   says poultry and dairy quotas are in pa ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2232,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2233,Vintage 1983 Cow Dairy Farm Barn Silo Belt Buckle Bergamot Brass Works Metal USA | eBay - https://t.co/BG0imMJEVU on @eBay,vintage 1983 cow dairy farm barn silo belt buckle bergamot brass works metal usa   ebay     on  ,-0.13333333333333333,0.16666666666666666,neutral,0.0,1.0,0.0,0.0
2234,"Let us look at the dangerous food our government allows us to eat. So you know, these are banned in Europe.

Farm-r… https://t.co/2hujQn4yXm",let us look at the dangerous food our government allows us to eat  so you know  these are banned in europe   farm r   ,-0.6,0.9,negative,0.234,0.766,0.0,-0.7269
2235,Imma turn shorty throat into a dairy farm https://t.co/1WkENbPDVA,imma turn shorty throat into a dairy farm  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2236,"@DoesGizzy @R_S_Russo Elsa releases an eerie giggle.

If you think that's wild, I also grew up on a Wisconsin dairy… https://t.co/anztFy89la",    s russo elsa releases an eerie giggle   if you think that s wild  i also grew up on a wisconsin dairy   ,-0.2,0.7,positive,0.123,0.739,0.138,0.0772
2237,"RT @CGTNOfficial: As part of his tour through the U.S. state of Iowa, Chinese Ambassador Qin Gang visited the dairy farm of Doug and Jody F…", as part of his tour through the u s  state of iowa  chinese ambassador qin gang visited the dairy farm of doug and jody f ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2238,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2239,"*MODERN, HAS IT ALL* DAIRY FARM FOR SALE!
https://t.co/dG9fkC4cx9

Farm Type: Dairy
Acreage (Total): 152.29 
Provin… https://t.co/fVFjvWQ7MN", modern  has it all  dairy farm for sale     farm type  dairy acreage  total   152 29  provin   ,0.1,0.525,neutral,0.0,1.0,0.0,0.0
2240,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2241,Year in Review Spotlights Dairy FARM Program’s Growth https://t.co/9G01cPsxTa,year in review spotlights dairy farm program s growth  ,0.0,0.0,positive,0.0,0.729,0.271,0.3818
2242,@JennaEllisEsq @charlescwcooke Wrong. Chick-fil-A doesn't have special tax status. They don't have a multi-billion… https://t.co/W0P1NPYSP0,    wrong  chick fil a doesn t have special tax status  they don t have a multi billion   ,-0.07142857142857142,0.7357142857142858,negative,0.185,0.655,0.161,-0.1027
2243,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2244,Rosario Ibarra is general manager of one of the largest dairy farms in Manitowoc County -- a big change and thousan… https://t.co/E5htOHkOH8,rosario ibarra is general manager of one of the largest dairy farms in manitowoc county    a big change and thousan   ,0.02500000000000001,0.3,neutral,0.0,1.0,0.0,0.0
2245,"@plains52 @DoctorLordBasil I used to live on a dairy farm, 1800 acres. 350 cows. Lots of hay, alfalfa, corn... manu… https://t.co/QLuWbywDMq",    i used to live on a dairy farm  1800 acres  350 cows  lots of hay  alfalfa  corn    manu   ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
2246,"Sasha has been finding ways to connect sustainable agriculture systems to engineering since college, where she stud… https://t.co/itC0sZAm1O",sasha has been finding ways to connect sustainable agriculture systems to engineering since college  where she stud   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2247,RT @RuralOxfordEDC: Performance Dairy Centre and Embro Farm Systems are proud to bring the quality and care to their customers. They are gr…, performance dairy centre and embro farm systems are proud to bring the quality and care to their customers  they are gr ,0.8,1.0,positive,0.0,0.751,0.249,0.743
2248,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2249,RT @RuralOxfordEDC: Performance Dairy Centre and Embro Farm Systems are proud to bring the quality and care to their customers. They are gr…, performance dairy centre and embro farm systems are proud to bring the quality and care to their customers  they are gr ,0.8,1.0,positive,0.0,0.751,0.249,0.743
2250,"RT @cgtnamerica: As part of his tour through the U.S. state of Iowa, Chinese Ambassador Qin Gang visited the dairy farm of Doug and Jody Fa…", as part of his tour through the u s  state of iowa  chinese ambassador qin gang visited the dairy farm of doug and jody fa ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2251,"RT @Neurons_AI: Dairy Stream podcast: Advance your farm through data monitoring, artificial intelligence - ... the https://t.co/ZQy7nG7IoS…", dairy stream podcast  advance your farm through data monitoring  artificial intelligence       the  ,-0.6,1.0,positive,0.0,0.78,0.22,0.4767
2252,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2253,@CATGIRLSHIT *sniff* It's not my fault Vero! I live across from a dairy farm... I have to support my neighbours!,   sniff  it s not my fault vero  i live across from a dairy farm    i have to support my neighbours ,0.13636363636363635,0.5,positive,0.0,0.738,0.262,0.607
2254,RT @hollyanndoan: “I will end supply management.” Candidate for @CPC_HQ leadership @ScottAAitchison says poultry and dairy quotas are in pa…,  i will end supply management   candidate for   hq leadership   says poultry and dairy quotas are in pa ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2255,Performance Dairy Centre and Embro Farm Systems are proud to bring the quality and care to their customers. They ar… https://t.co/iAxDDmSbSL,performance dairy centre and embro farm systems are proud to bring the quality and care to their customers  they ar   ,0.8,1.0,positive,0.0,0.741,0.259,0.743
2256,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2257,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2258,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2259,"RT @tlhicks713: I just inherited a dairy farm.

Not exactly what I wanted, but I’m going to milk it for everything it's worth.", i just inherited a dairy farm   not exactly what i wanted  but i m going to milk it for everything it s worth ,0.0875,0.175,positive,0.0,0.872,0.128,0.3291
2260,"RT @rusticrelics04: Vintage The Surge Fencer Model AC By Babson Bros. Co. Electric Fence Charger #Surge https://t.co/TVJ73uwXpP via 
@eBay…", vintage the surge fencer model ac by babson bros  co  electric fence charger  surge   via    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2261,"*MODERN, HAS IT ALL* DAIRY FARM FOR SALE!
https://t.co/dG9fkC4cx9

Farm Type: Dairy
Acreage (Total): 152.29 
Provin… https://t.co/1rDudbwmMO", modern  has it all  dairy farm for sale     farm type  dairy acreage  total   152 29  provin   ,0.1,0.525,neutral,0.0,1.0,0.0,0.0
2262,"Dairy Stream podcast: Advance your farm through #Data monitoring, #ArtificialIntelligence - https://t.co/gwzUldj7yO https://t.co/wKkCknRIag",dairy stream podcast  advance your farm through  data monitoring   artificialintelligence      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2263,@flaneuse_di @awaterevalley @MorganGodfery I will repeat as I used to dairy farm on a bank to bank river in East Ba… https://t.co/o5JthwKx0t,  di     i will repeat as i used to dairy farm on a bank to bank river in east ba   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2264,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2265,"RT @josephbarker028: @fairoaksfarms 
This is dairy from Fair Oaks Farm. https://t.co/ESO0p5r4MS",    this is dairy from fair oaks farm   ,0.7,0.9,positive,0.0,0.723,0.277,0.3182
2266,"RT @josephbarker028: @fairoaksfarms 
This is dairy from Fair Oaks Farm. https://t.co/ESO0p5r4MS",    this is dairy from fair oaks farm   ,0.7,0.9,positive,0.0,0.723,0.277,0.3182
2267,"RT @cratefreeusa: Listen up omnivores: 
The vast majority of meat/dairy at ur grocery comes from factory farms. If u care abt animals, it's…", listen up omnivores   the vast majority of meat dairy at ur grocery comes from factory farms  if u care abt animals  it s ,0.0,1.0,positive,0.0,0.862,0.138,0.4939
2268,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2269,"RT @AmbQinGang: At his dairy farm, Doug Fairbanks told me, ""We definitely benefit from a good US-China relationship financially, we need to…", at his dairy farm  doug fairbanks told me   we definitely benefit from a good us china relationship financially  we need to ,0.2333333333333333,0.3666666666666667,positive,0.0,0.664,0.336,0.8225
2270,RT @MaikKindermann: Proud to see: @ArlaFoods and @DSM start on-farm pilot programme #Bovaer with 10.000 cows to reduce greenhouse gas emiss…, proud to see    and   start on farm pilot programme  bovaer with 10 000 cows to reduce greenhouse gas emiss ,0.8,1.0,positive,0.0,0.853,0.147,0.4767
2271,"@lenecus1 @Annette_Taddeo if you didn't grow up in a dairy farm,  go visit a slaughterhouse . Incidentally a man di… https://t.co/D0H13dVzVF",    taddeo if you didn t grow up in a dairy farm   go visit a slaughterhouse   incidentally a man di   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
