,text,coord,place,hashtags,formatted_text,sentiment,neg,neu,pos,compound
682,"Good morning! Have a cruelty free day 🏵✌

#vegan #environment #pollution #diabetes #starvation #cuteanimals #rspca… https://t.co/VNvcYOkinY",,,"['vegan', 'environment', 'pollution', 'diabetes', 'starvation', 'cuteanimals', 'rspca']",Good morning  Have a cruelty free day      vegan  environment  pollution  diabetes  starvation  cuteanimals  rspca   ,positive,0.194,0.498,0.308,0.3182
683,"https://t.co/9JZfbySBdd
Hf गाईंचा देशातील सर्वात मोठा गोठा | India's Biggest Hf Cow Farm #OrganicFertilizer… https://t.co/yTh4btN410",,,['OrganicFertilizer'],  Hf                                   India s Biggest Hf Cow Farm  OrganicFertilizer   ,neutral,0.0,1.0,0.0,0.0
684,RT @Sentient_Media: Actor @jamesocromwell glued himself to a counter at Starbucks to protest the chain’s policy of charging extra for #Plan…,,,nan, Actor   glued himself to a counter at Starbucks to protest the chain s policy of charging extra for  Plan ,negative,0.111,0.889,0.0,-0.25
685,Actor @jamesocromwell glued himself to a counter at Starbucks to protest the chain’s policy of charging extra for… https://t.co/wIBkLEbTHd,,,nan,Actor   glued himself to a counter at Starbucks to protest the chain s policy of charging extra for   ,negative,0.118,0.882,0.0,-0.25
686,"Although any mammal can produce milk, commercial dairy farms are typically one-species enterprises. In developed co… https://t.co/k8rM0rF34m",,,nan,Although any mammal can produce milk  commercial dairy farms are typically one species enterprises  In developed co   ,neutral,0.0,1.0,0.0,0.0
687,"AFI Feeds feel proud when your livestock is healthy and your production is high. Choose Balanced Life, Balanced Die… https://t.co/gD5fYFFmNx",,,nan,AFI Feeds feel proud when your livestock is healthy and your production is high  Choose Balanced Life  Balanced Die   ,positive,0.152,0.623,0.226,0.2263
688,RT @LyndaColgan: .@4HOntario Are you a 4H Club member? Are you interested in dairy farming? Are you interested in robots and technology? Do…,,,nan,    Are you a 4H Club member  Are you interested in dairy farming  Are you interested in robots and technology  Do ,positive,0.0,0.759,0.241,0.6597
689,RT @LyndaColgan: .@4HOntario Are you a 4H Club member? Are you interested in dairy farming? Are you interested in robots and technology? Do…,,,nan,    Are you a 4H Club member  Are you interested in dairy farming  Are you interested in robots and technology  Do ,positive,0.0,0.759,0.241,0.6597
690,"@JohnKale420 @xmansmomm @thedailybeast I would find it exceedingly difficult to give up cheese

but eventually I th… https://t.co/gHxjGfXmru",,,nan,      I would find it exceedingly difficult to give up cheese  but eventually I th   ,negative,0.137,0.863,0.0,-0.1901
691,@CBSNews Calves are torn away from their mothers at birth so that they don't consume their mother's milk. The cruel… https://t.co/Vz8FSwcXDH,,,nan,  Calves are torn away from their mothers at birth so that they don t consume their mother s milk  The cruel   ,negative,0.254,0.746,0.0,-0.7003
692,RT @LyndaColgan: .@4HOntario Are you a 4H Club member? Are you interested in dairy farming? Are you interested in robots and technology? Do…,,,nan,    Are you a 4H Club member  Are you interested in dairy farming  Are you interested in robots and technology  Do ,positive,0.0,0.759,0.241,0.6597
693,RT @LyndaColgan: .@4HOntario Are you a 4H Club member? Are you interested in dairy farming? Are you interested in robots and technology? Do…,,,nan,    Are you a 4H Club member  Are you interested in dairy farming  Are you interested in robots and technology  Do ,positive,0.0,0.759,0.241,0.6597
694,"Finally, New Zealand’s #dairy industry is waking up to the upheaval that will come from precision fermentation. We… https://t.co/DipZJq8bYz",,,['dairy'],Finally  New Zealand s  dairy industry is waking up to the upheaval that will come from precision fermentation  We   ,neutral,0.0,1.0,0.0,0.0
695,@CliffCooler @muffenboy2003 @Aloe9678 @abc27News How many millions/billions of animals are killed in dairy farming?… https://t.co/YNlE7kx3fd,,,nan,        How many millions billions of animals are killed in dairy farming    ,negative,0.31,0.69,0.0,-0.6705
696,RT @NurseCanadian: @gods_wildflower @MichelleSetaro @WDExpo I grew up farming dairy cows. We removed them to stop them from drinking their…,,,nan,   wildflower     I grew up farming dairy cows  We removed them to stop them from drinking their ,negative,0.136,0.864,0.0,-0.296
697,RT @NurseCanadian: @gods_wildflower @MichelleSetaro @WDExpo I grew up farming dairy cows. We removed them to stop them from drinking their…,,,nan,   wildflower     I grew up farming dairy cows  We removed them to stop them from drinking their ,negative,0.136,0.864,0.0,-0.296
698,RT @NurseCanadian: @gods_wildflower @MichelleSetaro @WDExpo I grew up farming dairy cows. We removed them to stop them from drinking their…,,,nan,   wildflower     I grew up farming dairy cows  We removed them to stop them from drinking their ,negative,0.136,0.864,0.0,-0.296
699,"RT @AislingDSenator: Agriculture is part of who we are, and farming families are driving innovation.

Making Ireland best in world in grass…",,,nan, Agriculture is part of who we are  and farming families are driving innovation   Making Ireland best in world in grass ,positive,0.0,0.726,0.274,0.7783
700,84% of consumers said that dairy should continue to be produced in Ireland.... https://t.co/9OIgCqPp8W,,,nan,84  of consumers said that dairy should continue to be produced in Ireland      ,neutral,0.0,1.0,0.0,0.0
701,"RT @EuDairyIRE: New national #research of 1,500 Irish adults reveals that consumers are backing dairy production in Ireland &amp; recognise the…",,,['research'], New national  research of 1 500 Irish adults reveals that consumers are backing dairy production in Ireland  amp  recognise the ,positive,0.0,0.942,0.058,0.0258
702,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
703,"RT @ClaireMc_C: Ireland's dairy cows may not be producing as much methane as previously stated, emerging research from Teagasc indicates in…",,,nan, Ireland s dairy cows may not be producing as much methane as previously stated  emerging research from Teagasc indicates in ,neutral,0.0,1.0,0.0,0.0
704,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
705,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
706,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
707,"RT @ClaireMc_C: Ireland's dairy cows may not be producing as much methane as previously stated, emerging research from Teagasc indicates in…",,,nan, Ireland s dairy cows may not be producing as much methane as previously stated  emerging research from Teagasc indicates in ,neutral,0.0,1.0,0.0,0.0
708,"RT @scottlincicome: ""US turns to Ireland's dairy farmers as it faces a baby formula shortage"" https://t.co/ZOtbWkMsNe https://t.co/3Hv6joZc…",,,nan,  US turns to Ireland s dairy farmers as it faces a baby formula shortage     ,negative,0.154,0.846,0.0,-0.25
709,"RT @scottlincicome: ""US turns to Ireland's dairy farmers as it faces a baby formula shortage"" https://t.co/ZOtbWkMsNe https://t.co/3Hv6joZc…",,,nan,  US turns to Ireland s dairy farmers as it faces a baby formula shortage     ,negative,0.154,0.846,0.0,-0.25
710,"RT @scottlincicome: ""US turns to Ireland's dairy farmers as it faces a baby formula shortage"" https://t.co/ZOtbWkMsNe https://t.co/3Hv6joZc…",,,nan,  US turns to Ireland s dairy farmers as it faces a baby formula shortage     ,negative,0.154,0.846,0.0,-0.25
711,"""US turns to Ireland's dairy farmers as it faces a baby formula shortage"" https://t.co/ZOtbWkMsNe https://t.co/3Hv6joZcCH",,,nan, US turns to Ireland s dairy farmers as it faces a baby formula shortage     ,negative,0.154,0.846,0.0,-0.25
712,"RT @ClaireMc_C: Ireland's dairy cows may not be producing as much methane as previously stated, emerging research from Teagasc indicates in…",,,nan, Ireland s dairy cows may not be producing as much methane as previously stated  emerging research from Teagasc indicates in ,neutral,0.0,1.0,0.0,0.0
713,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
714,"RT @ClaireMc_C: Ireland's dairy cows may not be producing as much methane as previously stated, emerging research from Teagasc indicates in…",,,nan, Ireland s dairy cows may not be producing as much methane as previously stated  emerging research from Teagasc indicates in ,neutral,0.0,1.0,0.0,0.0
715,"RT @ClaireMc_C: Ireland's dairy cows may not be producing as much methane as previously stated, emerging research from Teagasc indicates in…",,,nan, Ireland s dairy cows may not be producing as much methane as previously stated  emerging research from Teagasc indicates in ,neutral,0.0,1.0,0.0,0.0
716,"Ireland's dairy cows may not be producing as much methane as previously stated, emerging research from Teagasc indi… https://t.co/eiAu7fPxyb",,,nan,Ireland s dairy cows may not be producing as much methane as previously stated  emerging research from Teagasc indi   ,neutral,0.0,1.0,0.0,0.0
717,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
718,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
719,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
720,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
721,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
722,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
723,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
724,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
725,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
726,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
727,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
728,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
729,"RT @AnimalAgExposed: Cows found in squalid, filthy conditions on small, local farm in Northern Ireland. ""I only buy local"" means nothing. #…",,,nan, Cows found in squalid  filthy conditions on small  local farm in Northern Ireland   I only buy local  means nothing    ,neutral,0.0,1.0,0.0,0.0
730,Northern Ireland dairy farmers urged to buy fertiliser and feed - Agriland || https://t.co/paUbqGgXMU || So it is t… https://t.co/j4KlrhOigG,,,nan,Northern Ireland dairy farmers urged to buy fertiliser and feed   Agriland         So it is t   ,neutral,0.0,1.0,0.0,0.0
731,RT @HousingFirstIRE: @inbusiness4good @do_kinder @GoogleExpertUK @fleroy1974 @Forbes @ConnectAID_int @GaelleMogli @GFoodieFriends @HeinzVHo…,,,nan,     kinder         int       ,positive,0.0,0.238,0.762,0.4939
732,RT @HousingFirstIRE: @inbusiness4good @do_kinder @GoogleExpertUK @fleroy1974 @Forbes @ConnectAID_int @HeinzVHoenen @JD_Publishing @ggonzzal…,,,nan,     kinder         int     Publishing   ,positive,0.0,0.385,0.615,0.4939
733,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
734,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
